"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    创建大图小图的封面
    ","580","test_make_coverage[4_lines]","lib.image","Fri Oct 17 12:40:18 UTC 2025","passed","Fri Oct 17 12:40:19 UTC 2025","","test_image_stitch","",""
"
    获取最近的改动
    ","6290","test_get_latest_commit","lib.github","Fri Oct 17 12:38:38 UTC 2025","broken","Fri Oct 17 12:38:45 UTC 2025","","test_repository","",""
"","3429","test_df2md_list","lib.stock.common","Fri Oct 17 12:51:20 UTC 2025","passed","Fri Oct 17 12:51:24 UTC 2025","","test_utils","",""
"
    测试 aliyunpan 文件上传和下载
    ","12","test_aliyunpan","lib.aliyunpan","Fri Oct 17 11:42:20 UTC 2025","broken","Fri Oct 17 11:42:20 UTC 2025","","test_aliyunpan","",""
"
    创建大图小图的封面
    ","301","test_make_coverage[2_lines]","lib.image","Fri Oct 17 12:40:17 UTC 2025","passed","Fri Oct 17 12:40:18 UTC 2025","","test_image_stitch","",""
"
    测试图片叠加
    ","34","test_image_overlay[bottom-right]","lib.image","Fri Oct 17 12:40:17 UTC 2025","passed","Fri Oct 17 12:40:17 UTC 2025","","test_image_handler","",""
"
    测试市场热度，并把生成的图片转成 base64 嵌入 markdown
    ","7530","test_how_hot","lib.stock.data","Fri Oct 17 12:51:26 UTC 2025","passed","Fri Oct 17 12:51:34 UTC 2025","","test_data_helper","",""
"
        多轮对话
        ","0","test_multi_chat[flow_response-ModelscopeHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试 ytdlp 下载 youtu 视频资源
    ","1087","test_ytdlp_helper[video]","lib.youtube","Fri Oct 17 13:17:54 UTC 2025","broken","Fri Oct 17 13:17:55 UTC 2025","","test_ytdlp_helper","",""
"
    测试 zip 压缩和解压
    ","2","test_zip","utils","Fri Oct 17 13:19:00 UTC 2025","passed","Fri Oct 17 13:19:00 UTC 2025","","test_zip","",""
"
    测试 llm API（封装了全部已对接的 LLM）
    llm_provider 为 None 表示不指定 llm_provider，会尝试所有已对接的 LLM
    ","0","test_llm_api[try_all]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","","test_llm_api","",""
"测试获取选股宝文章内容","1577","test_get_article_content","lib.xuangutong","Fri Oct 17 13:09:30 UTC 2025","passed","Fri Oct 17 13:09:32 UTC 2025","","test_article","",""
"
        测试查询余额
        ","0","test_balance[LingyiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","0","test_random_string","utils","Fri Oct 17 13:18:55 UTC 2025","passed","Fri Oct 17 13:18:55 UTC 2025","","test_tools","",""
"","2932","test_hefeng_weather","lib.weather","Fri Oct 17 13:09:26 UTC 2025","passed","Fri Oct 17 13:09:29 UTC 2025","","test_hefeng","",""
"
        测试生成小红书文章
        ","0","test_xiaohongshu[ModelscopeHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试更改域名
    ","0","test_change_domain","utils","Fri Oct 17 13:18:27 UTC 2025","passed","Fri Oct 17 13:18:27 UTC 2025","","test_http","",""
"","0","test_who_are_you[QWenHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试上传文件
    ","937","test_upload_file[test_upload_pdf]","lib.github","Fri Oct 17 12:38:46 UTC 2025","passed","Fri Oct 17 12:38:47 UTC 2025","","test_repository","",""
"
    测试撤单
    ","0","test_cancel","lib.stock.trader","Fri Oct 17 12:51:49 UTC 2025","skipped","Fri Oct 17 12:51:49 UTC 2025","","test_easytrader_helper","",""
"
    测试图片叠加
    ","35","test_image_overlay[top-left]","lib.image","Fri Oct 17 12:40:17 UTC 2025","passed","Fri Oct 17 12:40:17 UTC 2025","","test_image_handler","",""
"
    测试图文发布、横屏视频、竖屏视频发布
    ","156975","test_douyin_publish_app[douyin_ppt_video]","lib.douyin","Fri Oct 17 12:26:08 UTC 2025","broken","Fri Oct 17 12:28:45 UTC 2025","","test_douyin_publish_app","",""
"
        测试阅读文章
        ","0","test_chat_with_file[ZhipuHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试 text2douyin app
    ","533061","test_text2douyin[\u4eba\u751f\u7684\u610f\u4e49]","apps.text2douyin","Fri Oct 17 11:16:33 UTC 2025","passed","Fri Oct 17 11:25:26 UTC 2025","","test_text2douyin","",""
"
    测试 base64 图片展示
    ","1","test_display_img_from_base64","lib.image","Fri Oct 17 12:40:16 UTC 2025","passed","Fri Oct 17 12:40:16 UTC 2025","","test_image_handler","",""
"
    测试 youtu 视频剪辑
    ","410","test_video_handler[SlideSkills]","lib.youtube","Fri Oct 17 13:17:41 UTC 2025","broken","Fri Oct 17 13:17:42 UTC 2025","","test_y2_video_handler","",""
"","0","test_ppt2image_by_powerpoint","lib.powerpoint","Fri Oct 17 12:50:33 UTC 2025","skipped","Fri Oct 17 12:50:33 UTC 2025","","test_powerpoint_helper","",""
"
    字幕提取到 txt
    ","1","test_subtitles2text","lib.subtitle","Fri Oct 17 12:55:23 UTC 2025","passed","Fri Oct 17 12:55:23 UTC 2025","","test_subtitle_handler","",""
"","2","test_is_chinese_punctuation_only","utils","Fri Oct 17 13:18:55 UTC 2025","passed","Fri Oct 17 13:18:55 UTC 2025","","test_tools","",""
"","0","test_who_are_you[ModelscopeHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    图片上添加标题
    ","182","test_add_title[horizontal]","lib.image","Fri Oct 17 12:40:16 UTC 2025","passed","Fri Oct 17 12:40:16 UTC 2025","","test_image_handler","",""
"
    支持选择聊天记录继续聊
    ","0","test_chat_with_history[qwen]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","","test_llm_api","",""
"
        测试生成小红书文章
        ","0","test_xiaohongshu[KimiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","0","test_safe_filename[eng]","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"
    测试 html 转成 markdown 或 pdf
    ","28831","test_html_converter[xuangutong-https://xuangutong.com.cn/article/1226255]","lib.html","Fri Oct 17 12:39:34 UTC 2025","passed","Fri Oct 17 12:40:03 UTC 2025","","test_html_converter","",""
"测试获取指数特征","1","test_get_index_feature","apps.csindex_crawler","Fri Oct 17 10:54:12 UTC 2025","passed","Fri Oct 17 10:54:12 UTC 2025","","test_csindex_crawler","",""
"
    测试 PPT 转成图片
    ","9369","test_ppt2image","lib.ppt","Fri Oct 17 12:51:07 UTC 2025","passed","Fri Oct 17 12:51:17 UTC 2025","","test_ppt_handler","",""
"
    日志输出中，文件名是否正确
    ","2","test_logger_filename","lib","Fri Oct 17 12:55:23 UTC 2025","skipped","Fri Oct 17 12:55:23 UTC 2025","","test_log","",""
"
    测试截取视频第一帧，并对该图片进行裁剪
    ","158","test_image_crop_with_video","lib.image","Fri Oct 17 12:40:16 UTC 2025","passed","Fri Oct 17 12:40:16 UTC 2025","","test_image_handler","",""
"
        测试生成视频脚本
        ","0","test_video_script[ZhipuHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试 youtu 视频剪辑
    ","335","test_video_handler[RegisteredNurseRN]","lib.youtube","Fri Oct 17 13:17:42 UTC 2025","broken","Fri Oct 17 13:17:43 UTC 2025","","test_y2_video_handler","",""
"
    运行浏览器
    ","0","test_launch_browser[open_browser]","lib.playwright","Fri Oct 17 12:50:29 UTC 2025","skipped","Fri Oct 17 12:50:29 UTC 2025","","test_common","",""
"
    测试定时发布、立即发布
    ","4","test_publish2douyin[xiaohongshu_timing]","lib.douyin","Fri Oct 17 12:20:58 UTC 2025","broken","Fri Oct 17 12:20:58 UTC 2025","","test_douyin_publish_app","",""
"
    测试发布 PPT 导出的原始视频
    ","110323","test_ppt2douyin_mission","apps.ppt2douyin","Fri Oct 17 10:54:12 UTC 2025","passed","Fri Oct 17 10:56:02 UTC 2025","","test_ppt2douyin","",""
"
    测试网页内容发不到 douyin
    ","172036","test_web2douyin[dingxiangyishegn_web-https://dxy.com/article/50056]","apps.web2douyin","Fri Oct 17 11:35:43 UTC 2025","passed","Fri Oct 17 11:38:35 UTC 2025","","test_web2douyin","",""
"
    测试按时间分割数据块
    ","1380","test_split_data","lib.stock.data","Fri Oct 17 12:51:25 UTC 2025","passed","Fri Oct 17 12:51:26 UTC 2025","","test_data_helper","",""
"
    测试下载整个分类
    ","329","test_download_category","lib.crawler","Fri Oct 17 12:11:53 UTC 2025","broken","Fri Oct 17 12:11:53 UTC 2025","","test_hrxz","",""
"","0","test_safe_filename[length]","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"","342","test_get","utils","Fri Oct 17 13:18:26 UTC 2025","passed","Fri Oct 17 13:18:27 UTC 2025","","test_http","",""
"
        测试查询余额
        ","0","test_balance[ZhipuHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试 baidu 生成 PPT / DOC 再发布到 douyin
    ","958893","test_baidu2douyin[doc2image_article]","apps.baidu2douyin","Fri Oct 17 10:21:58 UTC 2025","passed","Fri Oct 17 10:37:57 UTC 2025","","test_baidu2douyin","",""
"
    获取日期内股票数据
    ","349","test_data_helper","lib.stock.data","Fri Oct 17 12:51:24 UTC 2025","passed","Fri Oct 17 12:51:24 UTC 2025","","test_data_helper","",""
"","13424","test_wencai_monitor","lib.stock.monitor.addons","Fri Oct 17 12:51:36 UTC 2025","passed","Fri Oct 17 12:51:49 UTC 2025","","test_wencai","",""
"
    测试定时发布、立即发布
    ","5","test_publish2douyin[xiaohongshu_now]","lib.douyin","Fri Oct 17 12:20:58 UTC 2025","broken","Fri Oct 17 12:20:58 UTC 2025","","test_douyin_publish_app","",""
"
    测试 PPT 发布到 douyin
    ","203983","test_ppt2douyin[ppt2video]","apps.ppt2douyin","Fri Oct 17 10:58:37 UTC 2025","passed","Fri Oct 17 11:02:01 UTC 2025","","test_ppt2douyin","",""
"
        测试生成 PPT 题目
        ","0","test_ppt_topic[OpenrouterHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试 html 转成 markdown 或 pdf
    ","7467","test_html_converter[cn-healthcare-https://www.cn-healthcare.com/articlewm/20211206/content-1292513.html]","lib.html","Fri Oct 17 12:39:27 UTC 2025","passed","Fri Oct 17 12:39:34 UTC 2025","","test_html_converter","",""
"测试获取指数基本信息","1","test_get_index_basic_info","apps.csindex_crawler","Fri Oct 17 10:54:12 UTC 2025","passed","Fri Oct 17 10:54:12 UTC 2025","","test_csindex_crawler","",""
"","1762","test_get_phone_city","utils","Fri Oct 17 13:18:27 UTC 2025","passed","Fri Oct 17 13:18:29 UTC 2025","","test_phone_city","",""
"
    检测一次 youtube 的频道
    ","24842","test_y2douyin_once[channel]","apps.youtu2douyin","Fri Oct 17 11:41:54 UTC 2025","broken","Fri Oct 17 11:42:19 UTC 2025","","test_youtu2douyin","",""
"","3017","test_progress","utils","Fri Oct 17 13:18:29 UTC 2025","passed","Fri Oct 17 13:18:32 UTC 2025","","test_progress","",""
"测试获取指数权重","1","test_get_index_weight_top","apps.csindex_crawler","Fri Oct 17 10:54:12 UTC 2025","passed","Fri Oct 17 10:54:12 UTC 2025","","test_csindex_crawler","",""
"
    测试图文发布、横屏视频、竖屏视频发布
    ","5","test_douyin_publish_app[xiaohongshu_ppt_video]","lib.douyin","Fri Oct 17 12:38:34 UTC 2025","broken","Fri Oct 17 12:38:34 UTC 2025","","test_douyin_publish_app","",""
"
        测试生成 PPT 题目
        ","0","test_ppt_topic[QWenHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"测试获取个股新闻成功的情况","538","test_get_stock_news_success","lib.xuangutong","Fri Oct 17 13:09:35 UTC 2025","broken","Fri Oct 17 13:09:35 UTC 2025","TestXuanguobaoStock","test_stock","",""
"
    获取当前时间点距离市场开盘以来的分钟数
    ","0","test_get_trading_minute_count[10\u4e0b\u5348\u6536\u76d8\u540e\u4e00\u5206\u949f]","apps.ptrade.lib","Fri Oct 17 11:16:33 UTC 2025","passed","Fri Oct 17 11:16:33 UTC 2025","","test_trade_helper","",""
"
        多轮对话
        ","0","test_multi_chat[direct_response-QWenHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试修改 PPT 文字样式
    ","530","test_ppt_editor_change_font","lib.ppt","Fri Oct 17 12:50:50 UTC 2025","passed","Fri Oct 17 12:50:51 UTC 2025","","test_ppt_editor","",""
"
    n 张图片垂直拼图
    ","676","test_batch_conn_images_to_one[3_lines]","lib.image","Fri Oct 17 12:40:19 UTC 2025","passed","Fri Oct 17 12:40:20 UTC 2025","","test_image_stitch","",""
"
    测试图片叠加
    ","41","test_image_overlay[bottom-center]","lib.image","Fri Oct 17 12:40:17 UTC 2025","passed","Fri Oct 17 12:40:17 UTC 2025","","test_image_handler","",""
"
    替换 PPT 中的敏感文字
    ","1288","test_ppt_editor_replace_txt","lib.ppt","Fri Oct 17 12:50:49 UTC 2025","passed","Fri Oct 17 12:50:50 UTC 2025","","test_ppt_editor","",""
"
    测试图片组合成视频
    ","6789","test_images2video","lib.image","Fri Oct 17 12:40:09 UTC 2025","passed","Fri Oct 17 12:40:16 UTC 2025","","test_image2video_helper","",""
"
        测试阅读文章
        ","0","test_chat_with_file[ModelscopeHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","151","test_post","utils","Fri Oct 17 13:18:26 UTC 2025","passed","Fri Oct 17 13:18:26 UTC 2025","","test_http","",""
"","0","test_publish_time_generator[\u6d4b\u8bd5\u6700\u8fd1\u53d1\u5e03\u65f6\u95f4\u8fdc\u5927\u4e8e\u5f53\u524d\u65f6\u95f4]","utils","Fri Oct 17 13:18:02 UTC 2025","passed","Fri Oct 17 13:18:02 UTC 2025","","test_dt","",""
"
    测试定时发布、立即发布
    ","60735","test_publish2douyin[douyin_timing]","lib.douyin","Fri Oct 17 12:12:19 UTC 2025","passed","Fri Oct 17 12:13:19 UTC 2025","","test_douyin_publish_app","",""
"
    测试 youtu 下载工具
    ","408014","test_y2_downloader[channel]","lib.youtube","Fri Oct 17 13:10:51 UTC 2025","broken","Fri Oct 17 13:17:40 UTC 2025","","test_y2_downloader","",""
"
    爬取 douyin 热门音乐
    ","1607","test_douyin_hot[custom_music_char]","lib.douyin","Fri Oct 17 12:11:54 UTC 2025","passed","Fri Oct 17 12:11:56 UTC 2025","","test_douyin_hot_hub","",""
"测试用装饰器拷贝文件
    ","0","test_copy_file_decorator","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"
    测试定时发布、立即发布
    ","194913","test_publish2douyin[weixin_now]","lib.douyin","Fri Oct 17 12:17:43 UTC 2025","broken","Fri Oct 17 12:20:58 UTC 2025","","test_douyin_publish_app","",""
"
    测试图文发布、横屏视频、竖屏视频发布
    ","5","test_douyin_publish_app[xiaohongshu_vertical_video]","lib.douyin","Fri Oct 17 12:38:34 UTC 2025","broken","Fri Oct 17 12:38:34 UTC 2025","","test_douyin_publish_app","",""
"","0","test_who_are_you[DeepSeekHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试手动触发 youtube 视频发布
    ","356","test_y2douyin_manual[rn_channel]","apps.youtu2douyin","Fri Oct 17 11:41:16 UTC 2025","broken","Fri Oct 17 11:41:16 UTC 2025","","test_youtu2douyin","",""
"测试获取指数收益","1","test_get_index_yield_item","apps.csindex_crawler","Fri Oct 17 10:54:12 UTC 2025","passed","Fri Oct 17 10:54:12 UTC 2025","","test_csindex_crawler","",""
"","1","test_list_files_by_ext_sort_by_name","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"
    测试 PPT 发布到 douyin
    ","141394","test_ppt2douyin[pdf2image_article]","apps.ppt2douyin","Fri Oct 17 11:02:01 UTC 2025","passed","Fri Oct 17 11:04:23 UTC 2025","","test_ppt2douyin","",""
"
    1. 合并音视频
    2. 添加中英文字幕
    3. 调整视频清晰度
    4. 裁剪视频边缘
    5. 裁剪视频片头片尾
    6. 视频前两秒添加文字标题
    7. 添加水印
    8. 添加 bgm
    ","92258","test_ffmpeg_pro","lib.video","Fri Oct 17 12:55:45 UTC 2025","passed","Fri Oct 17 12:57:17 UTC 2025","","test_ffmpeg_helper","",""
"
    测试通过 convertio 接口将 ppt 转为 pdf
    ","11281","test_convertio_ppt2pdf","lib.convertio","Fri Oct 17 12:11:41 UTC 2025","passed","Fri Oct 17 12:11:52 UTC 2025","","test_convertio_helper","",""
"
    PPT 转视频
    ","16161","test_ppt2video","lib.ppt","Fri Oct 17 12:50:33 UTC 2025","passed","Fri Oct 17 12:50:49 UTC 2025","","test_ppt2video","",""
"
    测试给文档图片加上水印
    ","78","test_image_watermark[test]","lib.image","Fri Oct 17 12:40:17 UTC 2025","passed","Fri Oct 17 12:40:17 UTC 2025","","test_image_handler","",""
"
    测试图文发布、横屏视频、竖屏视频发布
    ","165231","test_douyin_publish_app[douyin_vertical_video]","lib.douyin","Fri Oct 17 12:23:22 UTC 2025","broken","Fri Oct 17 12:26:07 UTC 2025","","test_douyin_publish_app","",""
"
    测试网页内容发不到 douyin
    ","145215","test_web2douyin[wexin-https://mp.weixin.qq.com/s/I2QHEBO26nGqhGwIw281Pg]","apps.web2douyin","Fri Oct 17 11:30:58 UTC 2025","passed","Fri Oct 17 11:33:23 UTC 2025","","test_web2douyin","",""
"
        测试阅读文章
        ","0","test_chat_with_file[LingyiHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","1","test_dot_dict","utils","Fri Oct 17 13:18:55 UTC 2025","passed","Fri Oct 17 13:18:55 UTC 2025","","test_tools","",""
"
        测试生成小红书文章
        ","0","test_xiaohongshu[DeepSeekHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试图片转 base64
    ","4","test_image2base64","lib.image","Fri Oct 17 12:40:17 UTC 2025","passed","Fri Oct 17 12:40:17 UTC 2025","","test_image_handler","",""
"
    测试 llm API（封装了全部已对接的 LLM）
    llm_provider 为 None 表示不指定 llm_provider，会尝试所有已对接的 LLM
    ","0","test_llm_api[modelscope]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","","test_llm_api","",""
"","0","test_json_config_write","utils","Fri Oct 17 13:18:27 UTC 2025","passed","Fri Oct 17 13:18:27 UTC 2025","","test_json_config","",""
"","20001","test_ttl_cache","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:26 UTC 2025","","test_function","",""
"
    策略回测
    ","484","test_strategy[trend_following]","lib.stock.backtrader.strategy","Fri Oct 17 12:51:19 UTC 2025","passed","Fri Oct 17 12:51:20 UTC 2025","","test_strategy","",""
"
    测试 PPT 转成 视频 / 图片
    XXX 目前只能转换首页为图片，不能每一页都转
    ","4077","test_batch_transfer[ppt2images]","lib.libreoffice","Fri Oct 17 12:40:21 UTC 2025","passed","Fri Oct 17 12:40:25 UTC 2025","","test_libreoffice_helper","",""
"
    上传图片
    ","7902","test_upload_image[imgbb]","lib.pic_bed","Fri Oct 17 12:49:50 UTC 2025","passed","Fri Oct 17 12:49:57 UTC 2025","","test_pic_bed_helper","",""
"
    测试 html 转成 markdown 或 pdf
    ","6350","test_html_converter[csdn-https://blog.csdn.net/qq_40999403/article/details/140129103]","lib.html","Fri Oct 17 12:39:00 UTC 2025","passed","Fri Oct 17 12:39:07 UTC 2025","","test_html_converter","",""
"测试获取指数年化波动率","1","test_get_index_yield_item_nian_hua","apps.csindex_crawler","Fri Oct 17 10:54:12 UTC 2025","passed","Fri Oct 17 10:54:12 UTC 2025","","test_csindex_crawler","",""
"
    测试发微信通知
    ","0","test_send_weixin_notify_content[html \u683c\u5f0f\u63a8\u6587]","lib.weixin","Fri Oct 17 13:09:30 UTC 2025","passed","Fri Oct 17 13:09:30 UTC 2025","","test_pushplus","",""
"","0","test_who_are_you[OpenrouterHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试当天每个时刻涨跌情况
    ","279","test_get_raise_fall_detail","lib.xuangutong","Fri Oct 17 13:09:37 UTC 2025","broken","Fri Oct 17 13:09:38 UTC 2025","","test_top_gainer","",""
"
    横屏图片转竖屏
    ","39","test_convert_to_portrait","lib.image","Fri Oct 17 12:40:16 UTC 2025","passed","Fri Oct 17 12:40:16 UTC 2025","","test_image_handler","",""
"
        测试生成 PPT 题目
        ","0","test_ppt_topic[ZhipuHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试按文件修改时间排序
    ","1","test_list_files_by_ext","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"","57","test_has_audio[/home/runner/work/github-runner/github-runner/mypy/mypy/assets/media/ted/ted_video.mp4-False]","lib.video","Fri Oct 17 13:03:02 UTC 2025","passed","Fri Oct 17 13:03:02 UTC 2025","","test_ffprobe_helper","",""
"","0","test_get_py_executable_path","utils","Fri Oct 17 13:18:32 UTC 2025","passed","Fri Oct 17 13:18:32 UTC 2025","","test_tools","",""
"
    测试收集总结内容
    ","7529","test_weekly_review","apps.weekly_review","Fri Oct 17 11:41:07 UTC 2025","broken","Fri Oct 17 11:41:14 UTC 2025","","test_weekly_review","",""
"","1","test_safe_filename[with_empty]","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"","0","test_iq[ModelscopeHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"
    测试网页内容发不到 douyin
    ","141264","test_web2douyin[csdn-https://blog.csdn.net/qq_40999403/article/details/140129103]","apps.web2douyin","Fri Oct 17 11:28:37 UTC 2025","passed","Fri Oct 17 11:30:58 UTC 2025","","test_web2douyin","",""
"
    测试临时文件拷贝上下文管理器
    ","11","test_copy_file_context[one_file]","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"
    测试获取代理 IP
    ","23","test_proxy_pool","lib.proxy","Fri Oct 17 12:51:17 UTC 2025","passed","Fri Oct 17 12:51:17 UTC 2025","","test_proxy_pool","",""
"","0","test_safe_filename[cn]","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"","0","test_publish_time_generator[\u6d4b\u8bd5\u6700\u8fd1\u53d1\u5e03\u65f6\u95f4\u79bb\u5f53\u524d\u65f6\u95f4\u5f88\u8fd1]","utils","Fri Oct 17 13:18:02 UTC 2025","passed","Fri Oct 17 13:18:02 UTC 2025","","test_dt","",""
"","1","test_random_time_generator","utils","Fri Oct 17 13:18:02 UTC 2025","passed","Fri Oct 17 13:18:02 UTC 2025","","test_dt","",""
"","0","test_get_week_start_day","utils","Fri Oct 17 13:18:02 UTC 2025","passed","Fri Oct 17 13:18:02 UTC 2025","","test_dt","",""
"
    获取当前时间点距离市场开盘以来的分钟数
    ","1","test_get_trading_minute_count[8\u4e0b\u5348\u6536\u76d8\u524d\u4e00\u5206\u949f]","apps.ptrade.lib","Fri Oct 17 11:16:33 UTC 2025","passed","Fri Oct 17 11:16:33 UTC 2025","","test_trade_helper","",""
"
    测试视频信息排序
    ","874","test_sort_video_infos[playlist]","apps.youtu2douyin","Fri Oct 17 11:42:19 UTC 2025","broken","Fri Oct 17 11:42:20 UTC 2025","","test_youtu_video_tools","",""
"
    视频填充到素材的绿幕中
    ","33437","test_replace_green_screen[video]","lib.video","Fri Oct 17 13:08:41 UTC 2025","passed","Fri Oct 17 13:09:14 UTC 2025","","test_video_clip_helper","",""
"
    测试 PPT 发布到 douyin
    ","155142","test_ppt2douyin[ppt2image_article]","apps.ppt2douyin","Fri Oct 17 10:56:02 UTC 2025","passed","Fri Oct 17 10:58:37 UTC 2025","","test_ppt2douyin","",""
"
        多轮对话
        ","1","test_multi_chat[direct_response-ModelscopeHelper]","lib.ai.llm","Fri Oct 17 11:42:20 UTC 2025","skipped","Fri Oct 17 11:42:20 UTC 2025","TestLLM","test_llm","",""
"","821","test_y2_video_channel","lib.youtube","Fri Oct 17 13:17:40 UTC 2025","passed","Fri Oct 17 13:17:41 UTC 2025","","test_y2_handler","",""
"
    列出全部工件
    ","110","test_list_artifacts","lib.github","Fri Oct 17 12:38:34 UTC 2025","passed","Fri Oct 17 12:38:34 UTC 2025","","test_action","",""
"
    测试 html 转成 markdown 或 pdf
    ","5945","test_html_converter[dingxiangyishegn_mobile-https://m.dxy.com/article/50056]","lib.html","Fri Oct 17 12:39:18 UTC 2025","passed","Fri Oct 17 12:39:24 UTC 2025","","test_html_converter","",""
"
    测试按前缀删除文件
    ","2","test_delete_files_with_prefix","utils","Fri Oct 17 13:18:06 UTC 2025","passed","Fri Oct 17 13:18:06 UTC 2025","","test_file","",""
"
    PPT 转视频
    ","11","test_ppt2video[by_libreoffice]","lib.ppt","Fri Oct 17 12:51:07 UTC 2025","passed","Fri Oct 17 12:51:07 UTC 2025","","test_ppt_handler","",""
"测试获取个股板块信息成功的情况","529","test_get_stock_plates_success","lib.xuangutong","Fri Oct 17 13:09:36 UTC 2025","broken","Fri Oct 17 13:09:36 UTC 2025","TestXuanguobaoStock","test_stock","",""
"
    图片裁剪
    ","11","test_image_crop_with_img","lib.image","Fri Oct 17 12:40:16 UTC 2025","passed","Fri Oct 17 12:40:16 UTC 2025","","test_image_handler","",""
"
    测试图片叠加
    ","34","test_image_overlay[top-right]","lib.image","Fri Oct 17 12:40:17 UTC 2025","passed","Fri Oct 17 12:40:17 UTC 2025","","test_image_handler","",""
"","3002","test_analyze_optimize","utils","Fri Oct 17 13:18:33 UTC 2025","passed","Fri Oct 17 13:18:36 UTC 2025","","test_tools","",""
"","0","test_json_config_read","utils","Fri Oct 17 13:18:27 UTC 2025","passed","Fri Oct 17 13:18:27 UTC 2025","","test_json_config","",""
